Model,Dataset,Ranker,Oracle,QueryID,NDCG@10,Comparisons,AvgPromptTokens
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,490595,0.43481,298,258.10738255033556
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,527433,0.56005,298,291.5973154362416
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,573724,0.45171,298,249.05369127516778
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,833860,0.51232,298,259.93288590604027
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,855410,0.96655,298,245.0
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,87181,0.65529,298,252.2281879194631
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,87452,0.49118,298,229.1744966442953
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,915593,0.29062,298,247.8255033557047
qwen3-0.6b,dl-2019,pac + bubble,bidirectional,962179,0.06625,298,252.36241610738256
qwen3-0.6b,dl-2019,pac + bubble,sampling,1037798,0.30573,154,234.02597402597402
qwen3-0.6b,dl-2019,pac + bubble,sampling,104861,0.82382,154,289.512987012987
qwen3-0.6b,dl-2019,pac + bubble,sampling,1063750,0.0,154,294.59090909090907
qwen3-0.6b,dl-2019,pac + bubble,sampling,1103812,0.65204,154,274.2792207792208
qwen3-0.6b,dl-2019,pac + bubble,sampling,1106007,0.15275,154,237.92857142857142
qwen3-0.6b,dl-2019,pac + bubble,sampling,1110199,0.37946,154,230.3896103896104
qwen3-0.6b,dl-2019,pac + bubble,sampling,1112341,0.46558,154,246.73376623376623
qwen3-0.6b,dl-2019,pac + bubble,sampling,1113437,0.19222,154,292.02597402597405
qwen3-0.6b,dl-2019,pac + bubble,sampling,1114646,0.42268,154,252.03896103896105
qwen3-0.6b,dl-2019,pac + bubble,sampling,1114819,0.54089,154,216.73376623376623
qwen3-0.6b,dl-2019,pac + bubble,sampling,1115776,0.37274,154,176.52597402597402
qwen3-0.6b,dl-2019,pac + bubble,sampling,1117099,0.54232,154,239.63636363636363
qwen3-0.6b,dl-2019,pac + bubble,sampling,1121402,0.8314,154,193.73376623376623
qwen3-0.6b,dl-2019,pac + bubble,sampling,1121709,0.07491,154,257.14935064935065
qwen3-0.6b,dl-2019,pac + bubble,sampling,1124210,0.73332,154,292.987012987013
qwen3-0.6b,dl-2019,pac + bubble,sampling,1129237,0.55927,154,243.02597402597402
qwen3-0.6b,dl-2019,pac + bubble,sampling,1133167,0.592,154,227.67532467532467
qwen3-0.6b,dl-2019,pac + bubble,sampling,130510,0.58987,154,195.1883116883117
qwen3-0.6b,dl-2019,pac + bubble,sampling,131843,0.93375,154,215.17532467532467
qwen3-0.6b,dl-2019,pac + bubble,sampling,146187,0.76085,154,226.98701298701297
qwen3-0.6b,dl-2019,pac + bubble,sampling,148538,0.43963,154,266.7142857142857
qwen3-0.6b,dl-2019,pac + bubble,sampling,156493,0.93391,154,238.2207792207792
qwen3-0.6b,dl-2019,pac + bubble,sampling,168216,0.97555,154,295.5194805194805
qwen3-0.6b,dl-2019,pac + bubble,sampling,182539,0.63849,154,237.77272727272728
qwen3-0.6b,dl-2019,pac + bubble,sampling,183378,0.46614,154,252.47402597402598
qwen3-0.6b,dl-2019,pac + bubble,sampling,19335,0.57556,154,217.3961038961039
qwen3-0.6b,dl-2019,pac + bubble,sampling,207786,0.4731,154,254.3116883116883
qwen3-0.6b,dl-2019,pac + bubble,sampling,264014,0.52573,154,277.9415584415584
qwen3-0.6b,dl-2019,pac + bubble,sampling,359349,0.87774,154,271.81168831168833
qwen3-0.6b,dl-2019,pac + bubble,sampling,405717,0.3267,154,243.58441558441558
qwen3-0.6b,dl-2019,pac + bubble,sampling,443396,0.06943,154,220.9805194805195
qwen3-0.6b,dl-2019,pac + bubble,sampling,451602,0.15839,154,232.4805194805195
qwen3-0.6b,dl-2019,pac + bubble,sampling,47923,0.54863,154,261.66883116883116
qwen3-0.6b,dl-2019,pac + bubble,sampling,489204,0.38734,154,235.08441558441558
qwen3-0.6b,dl-2019,pac + bubble,sampling,490595,0.43481,154,258.0974025974026
qwen3-0.6b,dl-2019,pac + bubble,sampling,527433,0.56005,154,292.1168831168831
qwen3-0.6b,dl-2019,pac + bubble,sampling,573724,0.45171,154,248.75974025974025
qwen3-0.6b,dl-2019,pac + bubble,sampling,833860,0.51232,154,260.1233766233766
qwen3-0.6b,dl-2019,pac + bubble,sampling,855410,0.96655,154,244.21428571428572
qwen3-0.6b,dl-2019,pac + bubble,sampling,87181,0.65529,154,252.47402597402598
qwen3-0.6b,dl-2019,pac + bubble,sampling,87452,0.49118,154,229.51298701298703
qwen3-0.6b,dl-2019,pac + bubble,sampling,915593,0.29062,154,247.85064935064935
qwen3-0.6b,dl-2019,pac + bubble,sampling,962179,0.06625,154,252.52597402597402
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1037798,0.30573,290,235.19310344827585
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,104861,0.82382,290,288.9310344827586
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1063750,0.0,290,294.82068965517243
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1103812,0.65204,290,275.42758620689654
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1106007,0.15275,290,238.6689655172414
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1110199,0.37946,290,230.69655172413792
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1112341,0.46558,290,247.13103448275862
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1113437,0.19222,290,292.7931034482759
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1114646,0.42268,290,252.10344827586206
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1114819,0.54089,290,216.91034482758621
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1115776,0.37274,290,176.73793103448276
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1117099,0.54232,290,239.26206896551724
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1121402,0.8314,290,193.7655172413793
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1121709,0.07491,290,257.35172413793106
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1124210,0.73332,290,292.1034482758621
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1129237,0.55927,290,243.11724137931034
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,1133167,0.592,290,225.99310344827586
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,130510,0.58987,290,195.3793103448276
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,131843,0.93375,290,215.62758620689655
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,146187,0.76085,290,226.24137931034483
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,148538,0.43963,290,267.9310344827586
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,156493,0.93391,290,237.91724137931035
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,168216,0.97555,290,295.73793103448276
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,182539,0.63849,290,237.51724137931035
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,183378,0.46614,290,253.24137931034483
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,19335,0.57556,290,217.73103448275862
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,207786,0.4731,290,254.62758620689655
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,264014,0.52573,290,277.7103448275862
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,359349,0.87774,290,270.88275862068963
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,405717,0.3267,290,244.13793103448276
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,443396,0.06943,290,220.8
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,451602,0.15839,290,231.42068965517242
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,47923,0.54863,290,261.151724137931
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,489204,0.38734,290,234.42068965517242
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,490595,0.43481,290,258.4
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,527433,0.56005,290,290.92413793103447
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,573724,0.45171,290,249.24137931034483
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,833860,0.51232,290,259.39310344827584
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,855410,0.96655,290,245.75862068965517
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,87181,0.65529,290,252.05517241379312
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,87452,0.49118,290,229.13103448275862
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,915593,0.29062,290,247.94482758620688
qwen3-0.6b,dl-2019,pac top-k (optimized),bidirectional,962179,0.06625,290,251.8
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1037798,0.30573,145,235.19310344827585
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,104861,0.82382,145,288.9310344827586
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1063750,0.0,145,294.82068965517243
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1103812,0.65204,145,275.42758620689654
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1106007,0.15275,145,238.6689655172414
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1110199,0.37946,145,230.69655172413792
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1112341,0.46558,145,247.13103448275862
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1113437,0.19222,145,292.7931034482759
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1114646,0.42268,145,252.10344827586206
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1114819,0.54089,145,216.91034482758621
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1115776,0.37274,145,176.73793103448276
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1117099,0.54232,145,239.26206896551724
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1121402,0.8314,145,193.7655172413793
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1121709,0.07491,145,257.35172413793106
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1124210,0.73332,145,292.1034482758621
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1129237,0.55927,145,243.11724137931034
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,1133167,0.592,145,225.99310344827586
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,130510,0.58987,145,195.3793103448276
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,131843,0.93375,145,215.62758620689655
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,146187,0.76085,145,226.24137931034483
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,148538,0.43963,145,267.9310344827586
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,156493,0.93391,145,237.91724137931035
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,168216,0.97555,145,295.73793103448276
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,182539,0.63849,145,237.51724137931035
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,183378,0.46614,145,253.24137931034483
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,19335,0.57556,145,217.73103448275862
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,207786,0.4731,145,254.62758620689655
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,264014,0.52573,145,277.7103448275862
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,359349,0.87774,145,270.88275862068963
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,405717,0.3267,145,244.13793103448276
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,443396,0.06943,145,220.8
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,451602,0.15839,145,231.42068965517242
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,47923,0.54863,145,261.151724137931
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,489204,0.38734,145,234.42068965517242
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,490595,0.43481,145,258.4
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,527433,0.56005,145,290.92413793103447
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,573724,0.45171,145,249.24137931034483
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,833860,0.51232,145,259.39310344827584
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,855410,0.96655,145,245.75862068965517
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,87181,0.65529,145,252.05517241379312
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,87452,0.49118,145,229.13103448275862
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,915593,0.29062,145,247.94482758620688
qwen3-0.6b,dl-2019,pac top-k (optimized),sampling,962179,0.06625,145,251.8
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1037798,0.30573,1278,105.82316118935837
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,104861,0.3786,2034,80.19075712881023
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1063750,0.47031,2700,60.91037037037037
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1103812,0.26743,1236,127.7831715210356
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1106007,0.24099,1428,92.19467787114846
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1110199,0.1614,1416,97.2274011299435
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1112341,0.67763,1662,83.45728038507822
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1113437,0.05752,1440,98.65694444444445
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1114646,0.10499,1200,116.34833333333333
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1114819,0.10224,2904,45.1267217630854
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1115776,0.1934,1242,99.78421900161031
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1117099,0.10561,1884,75.57961783439491
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1121402,0.22009,1158,113.93609671848014
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1121709,0.0,1482,103.04318488529015
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1124210,0.1614,1968,82.41971544715447
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1129237,0.22009,1254,129.77830940988835
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,1133167,0.25944,2976,48.993951612903224
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,130510,0.1614,1056,124.36931818181819
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,131843,0.50215,1224,109.81372549019608
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,146187,0.21059,1140,121.50175438596492
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,148538,0.28985,1266,133.07109004739337
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,156493,0.24097,1902,74.83385909568875
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,168216,0.28864,3480,45.09712643678161
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,182539,0.23362,930,142.8795698924731
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,183378,0.43582,2844,52.74753867791843
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,19335,0.27925,1464,86.65163934426229
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,207786,0.11005,1212,120.16501650165017
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,264014,0.36298,2508,58.92583732057416
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,359349,0.27377,1098,153.2313296903461
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,405717,0.0,1002,137.1996007984032
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,443396,0.51994,1518,84.29249011857708
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,451602,0.55013,1608,84.88930348258707
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,47923,0.18904,1206,123.81094527363184
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,489204,0.39017,1416,99.80084745762711
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,490595,0.19019,1104,130.65217391304347
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,527433,0.50048,1314,126.33181126331812
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,573724,0.28089,1074,129.9906890130354
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,833860,0.39883,1326,112.60633484162896
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,855410,0.42621,1596,90.43609022556392
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,87181,0.11005,1128,132.96985815602838
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,87452,0.45215,1152,120.93576388888889
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,915593,0.0,1260,110.81904761904762
qwen3-0.6b,dl-2019,prp sort (classic),bidirectional,962179,0.0,1212,108.50825082508251
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1037798,0.30573,639,105.82316118935837
qwen3-0.6b,dl-2019,prp sort (classic),sampling,104861,0.3786,1017,80.19075712881023
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1063750,0.47031,1350,60.91037037037037
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1103812,0.26743,618,127.7831715210356
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1106007,0.24099,714,92.19467787114846
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1110199,0.1614,708,97.2274011299435
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1112341,0.67763,831,83.45728038507822
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1113437,0.05752,720,98.65694444444445
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1114646,0.10499,600,116.34833333333333
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1114819,0.10224,1452,45.1267217630854
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1115776,0.1934,621,99.78421900161031
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1117099,0.10561,942,75.57961783439491
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1121402,0.22009,579,113.93609671848014
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1121709,0.0,741,103.04318488529015
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1124210,0.1614,984,82.41971544715447
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1129237,0.22009,627,129.77830940988835
qwen3-0.6b,dl-2019,prp sort (classic),sampling,1133167,0.25944,1488,48.993951612903224
qwen3-0.6b,dl-2019,prp sort (classic),sampling,130510,0.1614,528,124.36931818181819
qwen3-0.6b,dl-2019,prp sort (classic),sampling,131843,0.50215,612,109.81372549019608
qwen3-0.6b,dl-2019,prp sort (classic),sampling,146187,0.21059,570,121.50175438596492
qwen3-0.6b,dl-2019,prp sort (classic),sampling,148538,0.28985,633,133.07109004739337
qwen3-0.6b,dl-2019,prp sort (classic),sampling,156493,0.24097,951,74.83385909568875
qwen3-0.6b,dl-2019,prp sort (classic),sampling,168216,0.28864,1740,45.09712643678161
qwen3-0.6b,dl-2019,prp sort (classic),sampling,182539,0.23362,465,142.8795698924731
qwen3-0.6b,dl-2019,prp sort (classic),sampling,183378,0.43582,1422,52.74753867791843
qwen3-0.6b,dl-2019,prp sort (classic),sampling,19335,0.27925,732,86.65163934426229
qwen3-0.6b,dl-2019,prp sort (classic),sampling,207786,0.11005,606,120.16501650165017
qwen3-0.6b,dl-2019,prp sort (classic),sampling,264014,0.36298,1254,58.92583732057416
qwen3-0.6b,dl-2019,prp sort (classic),sampling,359349,0.27377,549,153.2313296903461
qwen3-0.6b,dl-2019,prp sort (classic),sampling,405717,0.0,501,137.1996007984032
qwen3-0.6b,dl-2019,prp sort (classic),sampling,443396,0.51994,759,84.29249011857708
qwen3-0.6b,dl-2019,prp sort (classic),sampling,451602,0.55013,804,84.88930348258707
qwen3-0.6b,dl-2019,prp sort (classic),sampling,47923,0.18904,603,123.81094527363184
qwen3-0.6b,dl-2019,prp sort (classic),sampling,489204,0.39017,708,99.80084745762711
qwen3-0.6b,dl-2019,prp sort (classic),sampling,490595,0.19019,552,130.65217391304347
qwen3-0.6b,dl-2019,prp sort (classic),sampling,527433,0.50048,657,126.33181126331812
qwen3-0.6b,dl-2019,prp sort (classic),sampling,573724,0.28089,537,129.9906890130354
qwen3-0.6b,dl-2019,prp sort (classic),sampling,833860,0.39883,663,112.60633484162896
qwen3-0.6b,dl-2019,prp sort (classic),sampling,855410,0.42621,798,90.43609022556392
qwen3-0.6b,dl-2019,prp sort (classic),sampling,87181,0.11005,564,132.96985815602838
qwen3-0.6b,dl-2019,prp sort (classic),sampling,87452,0.45215,576,120.93576388888889
qwen3-0.6b,dl-2019,prp sort (classic),sampling,915593,0.0,630,110.81904761904762
qwen3-0.6b,dl-2019,prp sort (classic),sampling,962179,0.0,606,108.50825082508251
qwen3-0.6b,dl-2019,quick sort (classic),bidirectional,1037798,0.0,46010,51.66246468159096
qwen3-0.6b,dl-2019,quick sort (classic),bidirectional,104861,0.57087,115940,22.807400379506642
qwen3-0.6b,dl-2019,quick sort (classic),bidirectional,1063750,0.46869,203852,12.515109000647529
qwen3-0.6b,dl-2019,quick sort (classic),bidirectional,1103812,0.54807,43056,61.474916387959865
qwen3-0.6b,dl-2019,quick sort (classic),bidirectional,1106007,0.26554,57360,44.75020920502092
qwen3-0.6b,dl-2019,quick sort (classic),bidirectional,1110199,0.20854,56406,41.14381448782044
qwen3-0.6b,dl-2019,quick sort (classic),bidirectional,1112341,0.57609,77562,29.908563471803202
qwen3-0.6b,dl-2019,quick sort (classic),bidirectional,1113437,0.15873,58322,43.546963410033946
qwen3-0.6b,dl-2019,quick sort (classic),bidirectional,1114646,0.33026,40602,59.35318457218856
qwen3-0.6b,dl-2019,quick sort (classic),bidirectional,1114819,0.50073,235710,9.28384879725086
